名字,发表时间,分数,标题,连接
阿?,2019/8/11 20:47,10,??,https://movie.douban.com/review/10398847
 阵雨,2019/8/11 20:47,10,安分当明星就很好，为什么要来当演员，,https://movie.douban.com/review/10398844
呱喵喵喵喵喵,2019/8/11 20:46,10,再见烂片,https://movie.douban.com/review/10398843
Shirley-,2019/8/11 20:43,10,一言难尽的107分钟——致《上海堡垒》,https://movie.douban.com/review/10398838
破云而出的光,2019/8/11 20:43,50,不要被舆论蒙蔽了双眼,https://movie.douban.com/review/10398837
jj,2019/8/11 20:41,10,能别把上海拉下水吗？,https://movie.douban.com/review/10398830
gemini,2019/8/11 20:39,20,期待越大，失望越大,https://movie.douban.com/review/10398823
咆哮的狮牙,2019/8/11 20:38,20,上海废墟,https://movie.douban.com/review/10398816
网吧吃瓜群众,2019/8/11 20:32,40,让我来如实评价上海堡垒（先夸后骂）,https://movie.douban.com/review/10398788
南风行,2019/8/11 20:30,20,上海堡垒的最大硬伤是低估了观众的智商,https://movie.douban.com/review/10398781
xiachun900812,2019/8/11 20:27,10,不太推荐，虽然朋友都说不好看，但还是去看了。,https://movie.douban.com/review/10398769
睚眦,2019/8/11 20:27,10,你们别黑上海堡垒了,https://movie.douban.com/review/10398766
波波,2019/8/11 20:24,10,太烂了,https://movie.douban.com/review/10398761
皮特,2019/8/11 20:22,10,看完了说说感触。,https://movie.douban.com/review/10398753
1358coco,2019/8/11 20:20,50,看了才知道上海堡垒没有说的那么差,https://movie.douban.com/review/10398749
因隐,2019/8/11 20:19,10,求解,https://movie.douban.com/review/10398746
浅音,2019/8/11 20:15,10,不想说烂片,https://movie.douban.com/review/10398728
呼呼,2019/8/11 20:11,20,小学生的水平,https://movie.douban.com/review/10398718
Lutherrr,2019/8/11 20:10,20,上海堡垒 观影时的一些脑洞和感想,https://movie.douban.com/review/10398717
L.,2019/8/11 20:08,50,那么好看的电影被牧羊犬毁了！,https://movie.douban.com/review/10398713
祈,2019/8/11 20:00,10,垃圾电影,https://movie.douban.com/review/10398692
一鸣,2019/8/11 19:56,20,科幻不等于大场面，上海堡垒保的只不过是皮毛,https://movie.douban.com/review/10398678
一笑奈何长空,2019/8/11 19:54,10,如此科幻（逆战开车CG+祖国式暗虐恋？其它好像没有了。）,https://movie.douban.com/review/10398673
0.5英里外的雨,2019/8/11 19:53,20,上海堡垒观后影评,https://movie.douban.com/review/10398670
Mr f*k,2019/8/11 19:53,20,上海堡垒，除了人，其他演的都挺好,https://movie.douban.com/review/10398669
Cin,2019/8/11 19:52,10,上海堡垒，真的不要为难自己去看了,https://movie.douban.com/review/10398665
潘porsche,2019/8/11 19:48,10,垃圾电影,https://movie.douban.com/review/10398655
may,2019/8/11 19:47,40,上海堡垒,https://movie.douban.com/review/10398649
豆友201696802,2019/8/11 19:47,50,推荐《上海堡垒》,https://movie.douban.com/review/10398648
鹿,2019/8/11 19:46,50,希望大家能平心而论,https://movie.douban.com/review/10398646
皮特,2019/8/11 19:34,10,看过，全程尴尬，最好的也就特效了。,https://movie.douban.com/review/10398604
我是大臭臭,2019/8/11 19:34,50,两万分之一，你好。,https://movie.douban.com/review/10398600
之乎者也,2019/8/11 19:33,10,浪费时间和精力！,https://movie.douban.com/review/10398597
当九爷遇上波波,2019/8/11 19:32,10,一部能引出我本性中的恶的片子,https://movie.douban.com/review/10398593
申不弈,2019/8/11 19:32,10,emmmmm,https://movie.douban.com/review/10398591
a,2019/8/11 19:29,10,垃圾,https://movie.douban.com/review/10398586
童心未泯,2019/8/11 19:29,10,没男主角,https://movie.douban.com/review/10398584
年年???????????,2019/8/11 19:26,10,看了五分钟就看不下去了,https://movie.douban.com/review/10398574
Dd,2019/8/11 19:25,50,适可而止,https://movie.douban.com/review/10398572
椿湫,2019/8/11 19:25,20,有鹿晗的电影一定是烂片？,https://movie.douban.com/review/10398571
吖vv,2019/8/11 19:22,30,我觉得没那么烂，还行吧,https://movie.douban.com/review/10398562
清晨小鹿儿,2019/8/11 19:22,50,《上海堡垒》观后感,https://movie.douban.com/review/10398561
那一夜床猛摇,2019/8/11 19:21,10,上海不需要娘们来守护,https://movie.douban.com/review/10398560
果子猪,2019/8/11 19:21,30,上海堡垒,https://movie.douban.com/review/10398559
豆友201695798,2019/8/11 19:20,10,退我电影票钱,https://movie.douban.com/review/10398552
不要説話,2019/8/11 19:14,10,???,https://movie.douban.com/review/10398531
卖赤睛的魔王子,2019/8/11 19:13,10,不是有大场面就叫科幻片了，是骡子是马，拉出来溜溜就知道了,https://movie.douban.com/review/10398527
Cain,2019/8/11 19:11,20,上海堡垒之战，谁败了,https://movie.douban.com/review/10398521
豆友181928440,2019/8/11 19:10,10,这不就是高中写议论文的套路嘛！,https://movie.douban.com/review/10398520
日暮苍山,2019/8/11 19:09,10,中国科幻元年，呵,https://movie.douban.com/review/10398517
胡安小七,2019/8/11 19:06,20,作为语文老师的觉悟，以后一定要教育学生别拍烂片,https://movie.douban.com/review/10398512
执着????,2019/8/11 19:05,30,不开心,https://movie.douban.com/review/10398509
豆友201689349,2019/8/11 19:05,30,有关爱恋的卑微怯懦，无关科幻的盲人摸象,https://movie.douban.com/review/10398508
auburn,2019/8/11 19:05,20,《上海堡垒》带着它的流量时代步入历史,https://movie.douban.com/review/10398507
tomtom,2019/8/11 19:04,10,小鲜肉 烂片保证,https://movie.douban.com/review/10398502
Лю Синьи,2019/8/11 19:02,20,原著粉要哭了真的,https://movie.douban.com/review/10398494
阿喵%,2019/8/11 19:00,20,全程便秘的片子,https://movie.douban.com/review/10398487
饼饼,2019/8/11 18:59,50,末日下的暗恋——遗憾的感情永远动人,https://movie.douban.com/review/10398486
?SLY?,2019/8/11 18:59,50,2000多人共同努力完成的电影,https://movie.douban.com/review/10398485
Wacky_17,2019/8/11 18:57,10,上海堡垒有感,https://movie.douban.com/review/10398476
村头王翠花,2019/8/11 18:54,30,宣发失误，建议改名“陆家嘴沉没前的最后五分钟”,https://movie.douban.com/review/10398469
陈富鑫,2019/8/11 18:54,10,失望 也似乎在意料之中,https://movie.douban.com/review/10398467
栖梧桐,2019/8/11 18:50,40,《上海堡垒》浅析,https://movie.douban.com/review/10398452
好群众,2019/8/11 18:49,10,三鞠躬，一路走好,https://movie.douban.com/review/10398446
天文家,2019/8/11 18:46,40,《上海堡垒》真的那么烂吗？,https://movie.douban.com/review/10398435
J。,2019/8/11 18:45,10,《上海堡垒》不应该在这个时候出现,https://movie.douban.com/review/10398433
339,2019/8/11 18:42,40,《上海堡垒》观影记,https://movie.douban.com/review/10398420
Creep?,2019/8/11 18:42,50,请给中国科幻片一点生存的空间,https://movie.douban.com/review/10398417
执着????,2019/8/11 18:35,30,不是很开心,https://movie.douban.com/review/10398395
执着????,2019/8/11 18:35,30,不是很开心,https://movie.douban.com/review/10398394
执着????,2019/8/11 18:35,30,不是很开心,https://movie.douban.com/review/10398393
spider,2019/8/11 18:34,30,打仗也不忘记谈恋爱很正常,https://movie.douban.com/review/10398392
执着????,2019/8/11 18:33,30,不是很开心,https://movie.douban.com/review/10398389
抠脑壳,2019/8/11 18:33,20,不披科幻外衣 不会这么差,https://movie.douban.com/review/10398388
草田八,2019/8/11 18:32,10,上海堡垒-中国科幻片的滑铁卢,https://movie.douban.com/review/10398384
David梁,2019/8/11 18:29,10,史诗级翻车现场,https://movie.douban.com/review/10398372
巴巴呆呆,2019/8/11 18:28,30,江洋我不打给你了，明天下午你坐最后一班梭机走，我已被安排其它任务，好好睡晚安,https://movie.douban.com/review/10398361
七天,2019/8/11 18:28,0,“流量时代”终结之作,https://movie.douban.com/review/10398357
poise,2019/8/11 18:27,50,我就是要给好评！,https://movie.douban.com/review/10398356
Cherry°,2019/8/11 18:27,50,单纯观影后的感受,https://movie.douban.com/review/10398354
小青蛙看电影,2019/8/11 18:23,10,《上海堡垒》3.3分，送票我都不看！为了形象，鹿晗头发都不愿剪？,https://movie.douban.com/review/10398335
状元榜眼探花郎,2019/8/11 18:23,10,帽子都不舍得压下去，还谈什么保卫地球，中国科幻片这个ip你觉得你拍出来的东西算吗，德不配位。,https://movie.douban.com/review/10398334
阿贤,2019/8/11 18:20,0,想让观众掏钱看电影就要好好拍电影,https://movie.douban.com/review/10398321
随随便便,2019/8/11 18:18,10,什么玩意,https://movie.douban.com/review/10398307
薛定谔的猫,2019/8/11 18:11,10,这个片真的没那么不堪！！,https://movie.douban.com/review/10398287
wendong,2019/8/11 18:07,30,中规中矩吧～,https://movie.douban.com/review/10398273
原来的简单,2019/8/11 18:06,10,洗地的可以洗洗睡了,https://movie.douban.com/review/10398265
豆友181350048,2019/8/11 18:04,10,烂片片，死绝绝,https://movie.douban.com/review/10398261
Him.-,2019/8/11 18:04,10,毁了国人的科幻片,https://movie.douban.com/review/10398259
蒙奇D,2019/8/11 18:04,10,还真不能全怪鹿晗,https://movie.douban.com/review/10398254
小蜜蜂,2019/8/11 17:54,10,真心话不好看,https://movie.douban.com/review/10398211
廖文豪,2019/8/11 17:53,10,差评,https://movie.douban.com/review/10398209
花开富贵,2019/8/11 17:52,10,什么破玩意感觉都不如蔡徐坤篮球视频,https://movie.douban.com/review/10398206
孤寂无声,2019/8/11 17:49,40,客观评价一下《上海堡垒》,https://movie.douban.com/review/10398195
玛娅?,2019/8/11 17:49,40,让我说两句，短评没说完！,https://movie.douban.com/review/10398194
亾嚫,2019/8/11 17:48,10,《上海堡垒》得罪了谁？豆瓣评分3.3都是因为这十条罪状,https://movie.douban.com/review/10398192
豆友201633088,2019/8/11 17:48,10,晗晗加油，导演编剧加油,https://movie.douban.com/review/10398190
英国病人,2019/8/11 17:48,10,鹿晗好像演了个哑巴,https://movie.douban.com/review/10398186
夕城,2019/8/11 17:46,10,我希望鲜肉流量堡垒就此坍塌,https://movie.douban.com/review/10398177
想念,2019/8/11 17:36,10,小鲜肉，娘炮终于被大众人民干趴了,https://movie.douban.com/review/10398141
扬州一只小青蛙,2019/8/11 17:35,20,《上海堡垒》不如改名《江南奋斗史》,https://movie.douban.com/review/10398134
好名字可以让你,2019/8/11 17:34,30,首映之前，我对她的期待是《泰塔尼克号》,https://movie.douban.com/review/10398128
T.ua天霸动霸,2019/8/11 17:33,10,此时无声胜有声,https://movie.douban.com/review/10398121
WHY,2019/8/11 17:32,10,潜水多年第一次发评论，想把《三体3 死神永生》的这段节选，送给《上海堡垒》。,https://movie.douban.com/review/10398110
豆友201685832,2019/8/11 17:31,50,上海堡垒。,https://movie.douban.com/review/10398103
ppenguins,2019/8/11 17:27,50,上海堡垒有缺陷，但也不应该只值这个分数,https://movie.douban.com/review/10398086
SHENG,2019/8/11 17:26,50,好评,https://movie.douban.com/review/10398084
守拙,2019/8/11 17:24,20,豆瓣评分3.3的上海堡垒,https://movie.douban.com/review/10398076
Rory·张,2019/8/11 17:23,10,圈钱电影爬爬爬,https://movie.douban.com/review/10398074
枪稿,2019/8/11 17:22,20,上海堡垒：中国科幻新一碑,https://movie.douban.com/review/10398067
莹,2019/8/11 17:22,20,让人无力吐槽的电影,https://movie.douban.com/review/10398065
PAMBO,2019/8/11 17:21,30,人物失去性格，故事失去表达力，剧情失去节奏，再好的特效也拯救不了《上海堡垒》,https://movie.douban.com/review/10398062
不知道谁请来的,2019/8/11 17:19,10,凛冬将逝，春天不远,https://movie.douban.com/review/10398055
丫丫,2019/8/11 17:19,10,划时代?是吧 毕竟是几年前的作品了 又不是经典永流传,https://movie.douban.com/review/10398054
空  白,2019/8/11 17:17,10,上海堡垒导演认错了？,https://movie.douban.com/review/10398038
寒露,2019/8/11 17:16,40,加油 中国科幻电影,https://movie.douban.com/review/10398036
清晨的小鹿,2019/8/11 17:16,50,脱掉偏见,https://movie.douban.com/review/10398033
亾嚫,2019/8/11 17:07,10,如何以专业的姿势观看上海堡垒?,https://movie.douban.com/review/10398002
加油＾０＾,2019/8/11 17:03,50,《上海堡垒》加油！,https://movie.douban.com/review/10397979
狮子心,2019/8/11 17:00,50,上海堡垒冷知识,https://movie.douban.com/review/10397971
烯烃,2019/8/11 16:57,20,硬伤,https://movie.douban.com/review/10397961
NicoleTan,2019/8/11 16:56,50,好好睡，晚安。,https://movie.douban.com/review/10397960
吾王逗逗,2019/8/11 16:53,10,第一次看到一半走人的电影,https://movie.douban.com/review/10397943
夜汐,2019/8/11 16:53,50,瑕不掩瑜,https://movie.douban.com/review/10397942
comedian,2019/8/11 16:51,10,烂片不全是鹿小姐的锅，可粉丝却非要杀了她,https://movie.douban.com/review/10397935
花想容,2019/8/11 16:51,10,中国缺男人了吗,https://movie.douban.com/review/10397933
鹅组审核快过,2019/8/11 16:45,40,80年代老科幻,https://movie.douban.com/review/10397916
豆友201233855,2019/8/11 16:44,10,选角不好，中间不衔接,https://movie.douban.com/review/10397911
豆友191645903,2019/8/11 16:37,10,流浪地球电影拍的真不错，给五星,https://movie.douban.com/review/10397879
shunli,2019/8/11 16:36,20,上海堡垒影评,https://movie.douban.com/review/10397872
胖达panda,2019/8/11 16:33,30,对于大家影评的疑惑,https://movie.douban.com/review/10397866
高冷喵、,2019/8/11 16:33,10,本来想给两星，刷了一圈微博回来决定给一星,https://movie.douban.com/review/10397865
豪大看世界,2019/8/11 16:33,30,发些上海堡垒影评，以及个人看法,https://movie.douban.com/review/10397864
边缘雪娃娃,2019/8/11 16:32,10,时至今日还在刷票，我向我写了十分好评道歉,https://movie.douban.com/review/10397859
大祥,2019/8/11 16:31,10,这部片诠释了什么事中国科幻电影的正常水平,https://movie.douban.com/review/10397853
叫我道长ぞ啊,2019/8/11 16:30,10,鹿晗小姐长的太漂亮,https://movie.douban.com/review/10397849
豆友182878648,2019/8/11 16:30,50,额,https://movie.douban.com/review/10397847
让我来保护你★,2019/8/11 16:29,10,哦不，这该死的烂片～,https://movie.douban.com/review/10397842
李子串,2019/8/11 16:28,10,强烈推荐,https://movie.douban.com/review/10397837
衔熵空空,2019/8/11 16:22,20,不要拿科幻当箭靶,https://movie.douban.com/review/10397812
良宵,2019/8/11 16:21,20,有句讲句，鹿晗同学真的很无辜,https://movie.douban.com/review/10397809
(?.?)??,2019/8/11 16:20,10,上海堡垒,https://movie.douban.com/review/10397807
bakabaka,2019/8/11 16:20,10,一星都是多的，垃圾电影还是靠小鲜肉涨热度,https://movie.douban.com/review/10397804
bakabaka,2019/8/11 16:20,10,一星都是多的，垃圾电影还是靠小鲜肉涨热度,https://movie.douban.com/review/10397801
阿李,2019/8/11 16:15,10,导演，请不要打着‘努力’的名义辣观众眼睛！！！,https://movie.douban.com/review/10397790
